env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.1000,15.6159,2,20,0.0279,0.3010,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.9000,137.9237,18,20,0.6990,0.9721,80,0.1333,4,4080,2000,0.0020,0.0355,0.0035,0.008560
4000,0.8500,152.0165,17,20,0.6396,0.9476,80,0.1333,4,4080,4000,0.0000,0.0000,0.0000,0.004248
6000,0.7500,120.8225,15,20,0.5313,0.8881,375,0.6250,20,4375,6000,0.0080,0.0198,0.0094,0.002931
8000,0.8000,129.1299,16,20,0.5840,0.9193,495,0.8250,26,4495,8000,0.0030,0.0266,0.0099,0.001825
10000,0.7500,130.6163,15,20,0.5313,0.8881,600,1.0000,32,4600,10000,0.0030,0.0049,0.0018,0.001146
