env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.1000,15.2513,2,20,0.0279,0.3010,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.9000,149.8881,18,20,0.6990,0.9721,100,0.2857,5,4100,2000,nan,nan,nan,0.008561
4000,0.8000,125.4193,16,20,0.5840,0.9193,160,0.4571,8,4160,4000,nan,nan,nan,0.004706
6000,0.6000,106.6427,12,20,0.3866,0.7812,220,0.6286,11,4220,6000,nan,nan,nan,0.002865
8000,0.8500,136.6366,17,20,0.6396,0.9476,296,0.8457,15,4296,8000,nan,nan,nan,0.001925
10000,0.7500,116.0404,15,20,0.5313,0.8881,350,1.0000,18,4350,10000,nan,nan,nan,0.001337
