env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.2000,39.2485,4,20,0.0807,0.4160,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.8000,129.6313,16,20,0.5840,0.9193,80,0.1333,4,4080,2000,0.0020,0.0355,0.0035,0.008206
4000,0.6000,116.6676,12,20,0.3866,0.7812,80,0.1333,4,4080,4000,0.0000,0.0000,0.0000,0.004278
6000,0.9000,140.3217,18,20,0.6990,0.9721,373,0.6217,20,4373,6000,0.0080,0.0252,0.0117,0.002961
8000,0.7500,114.8807,15,20,0.5313,0.8881,493,0.8217,26,4493,8000,0.0030,0.0115,0.0039,0.001739
10000,0.7500,112.2043,15,20,0.5313,0.8881,600,1.0000,32,4600,10000,0.0030,0.0184,0.0055,0.001082
