env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.2000,38.2712,4,20,0.0807,0.4160,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.5000,95.9976,10,20,0.2993,0.7007,80,0.1333,4,4080,2000,0.0020,0.0355,0.0035,0.008326
4000,0.7000,120.2208,14,20,0.4810,0.8545,80,0.1333,4,4080,4000,0.0000,0.0000,0.0000,0.004255
6000,0.4000,65.1566,8,20,0.2188,0.6134,389,0.6483,20,4389,6000,0.0080,0.0143,0.0083,0.003149
8000,0.7000,114.1904,14,20,0.4810,0.8545,489,0.8150,25,4489,8000,0.0025,0.0098,0.0038,0.001898
10000,0.6500,102.5056,13,20,0.4329,0.8188,600,1.0000,31,4600,10000,0.0030,0.0030,0.0015,0.001166
