env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.0000,6.4593,0,10,0.0000,0.2775,0,0.0000,0,4000,0,nan,nan,nan,nan
1000,0.8000,126.9552,8,10,0.4902,0.9433,240,0.2400,24,4240,1000,nan,nan,nan,0.015077
2000,1.0000,148.9292,10,10,0.7225,1.0000,430,0.4300,43,4430,2000,nan,nan,nan,0.011264
3000,1.0000,174.0993,10,10,0.7225,1.0000,620,0.6200,62,4620,3000,nan,nan,nan,0.008895
4000,1.0000,121.3839,10,10,0.7225,1.0000,817,0.8170,82,4817,4000,nan,nan,nan,0.007096
5000,0.8000,122.4053,8,10,0.4902,0.9433,1000,1.0000,102,5000,5000,nan,nan,nan,0.005600
