env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.4000,60.6756,4,10,0.1682,0.6873,0,0.0000,0,4000,0,nan,nan,nan,nan
1000,0.4000,59.1120,4,10,0.1682,0.6873,0,0.0000,0,4000,1000,nan,nan,nan,0.010662
2000,0.7000,108.7553,7,10,0.3968,0.8922,0,0.0000,0,4000,2000,nan,nan,nan,0.006433
3000,1.0000,173.5789,10,10,0.7225,1.0000,0,0.0000,0,4000,3000,nan,nan,nan,0.004613
4000,0.8000,106.1169,8,10,0.4902,0.9433,0,0.0000,0,4000,4000,nan,nan,nan,0.003482
5000,0.7000,107.6643,7,10,0.3968,0.8922,0,0.0000,0,4000,5000,nan,nan,nan,0.002637
