env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.1000,23.9637,1,10,0.0179,0.4042,0,0.0000,0,4000,0,nan,nan,nan,nan
1000,0.8000,125.7084,8,10,0.4902,0.9433,160,0.1600,16,4160,1000,0.0160,0.3171,0.0365,0.013733
2000,0.8000,118.6029,8,10,0.4902,0.9433,160,0.1600,16,4160,2000,0.0000,-0.0500,0.0000,0.007621
3000,0.9000,160.2483,9,10,0.5958,0.9821,160,0.1600,16,4160,3000,0.0000,-0.0500,0.0000,0.005145
4000,0.9000,143.1446,9,10,0.5958,0.9821,160,0.1600,16,4160,4000,0.0000,-0.0500,0.0000,0.003711
5000,1.0000,146.1915,10,10,0.7225,1.0000,160,0.1600,16,4160,5000,0.0000,-0.0433,0.0065,0.002781
