env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.4000,33.0809,4,10,0.1682,0.6873,0,0.0000,0,4000,0,nan,nan,nan,nan
1000,0.8000,139.0317,8,10,0.4902,0.9433,241,0.2410,25,4241,1000,nan,nan,nan,0.014395
2000,0.3000,56.9784,3,10,0.1078,0.6032,431,0.4310,44,4431,2000,nan,nan,nan,0.010961
3000,0.6000,62.4600,6,10,0.3127,0.8318,622,0.6220,64,4622,3000,nan,nan,nan,0.008495
4000,0.2000,26.6359,2,10,0.0567,0.5098,815,0.8150,84,4815,4000,nan,nan,nan,0.007003
5000,0.5000,76.6996,5,10,0.2366,0.7634,1000,1.0000,104,5000,5000,nan,nan,nan,0.005723
