env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.0000,6.4008,0,10,0.0000,0.2775,0,0.0000,0,4000,0,nan,nan,nan,nan
1000,1.0000,178.6150,10,10,0.7225,1.0000,160,0.1600,16,4160,1000,0.0160,0.2900,0.0338,0.015208
2000,0.8000,112.7451,8,10,0.4902,0.9433,160,0.1600,16,4160,2000,0.0000,-0.0500,0.0000,0.008056
3000,0.9000,151.3105,9,10,0.5958,0.9821,160,0.1600,16,4160,3000,0.0000,-0.0500,0.0000,0.005261
4000,0.7000,82.8853,7,10,0.3968,0.8922,160,0.1600,16,4160,4000,0.0000,-0.0500,0.0000,0.003766
5000,0.8000,141.2056,8,10,0.4902,0.9433,160,0.1600,16,4160,5000,0.0000,-0.0413,0.0085,0.002792
