env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.3000,45.9206,3,10,0.1078,0.6032,0,0.0000,0,4000,0,nan,nan,nan,nan
1000,0.3000,60.6054,3,10,0.1078,0.6032,0,0.0000,0,4000,1000,nan,nan,nan,0.009749
2000,0.9000,153.6874,9,10,0.5958,0.9821,0,0.0000,0,4000,2000,nan,nan,nan,0.006167
3000,0.4000,76.5481,4,10,0.1682,0.6873,0,0.0000,0,4000,3000,nan,nan,nan,0.004535
4000,0.9000,143.8679,9,10,0.5958,0.9821,0,0.0000,0,4000,4000,nan,nan,nan,0.003425
5000,0.7000,125.1905,7,10,0.3968,0.8922,0,0.0000,0,4000,5000,nan,nan,nan,0.002614
