env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.0000,6.4836,0,10,0.0000,0.2775,0,0.0000,0,4000,0,nan,nan,nan,nan
500,0.4000,56.1015,4,10,0.1682,0.6873,162,0.5400,17,4162,500,0.0340,7.3783,0.7391,0.022542
1000,0.0000,1.6785,0,10,0.0000,0.2775,172,0.5733,18,4172,1000,0.0020,-0.0277,0.0022,0.165109
