task,backend,strategy,budget,human_noise,human_delay,human_skill,human_dropout,seed,total_steps,n_demos,bc_pretrain_steps,bc_final_mse,bc_actor_reg_coef,final_success_rate,best_success_rate,human_steps,budget_used_frac,engagements,final_eval_successes,final_eval_episodes,final_success_ci_low,final_success_ci_high,wall_time_s
Lift,robosuite,voi,300,0.0,0,1.0,0.0,0,1000,20,5000,0.001132,10.0,0.1000,0.1000,256,0.8533,27,1,10,0.0179,0.4042,136.0
