env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.5500,31.1433,11,20,0.3421,0.7418,0,0.0000,0,10000,0,nan,nan,nan,nan
2000,0.1500,15.7510,3,20,0.0524,0.3604,600,1.0000,31,10600,2000,0.0155,4.0260,0.4026,0.008290
4000,0.5000,53.1089,10,20,0.2993,0.7007,600,1.0000,31,10600,4000,0.0000,nan,nan,0.004207
6000,0.6000,57.2825,12,20,0.3866,0.7812,600,1.0000,31,10600,6000,0.0000,nan,nan,0.002488
