task,backend,strategy,budget,human_noise,human_delay,human_skill,human_dropout,seed,total_steps,n_demos,run_label,restore_best_model_at_end,voi_reference_policy,voi_reference_max_points,voi_learning_value_scale,voi_learning_value_clip,bc_pretrain_steps,bc_final_mse,bc_actor_reg_coef,bc_actor_reg_schedule,bc_actor_reg_late_coef,bc_actor_reg_late_start_frac,final_success_rate,final_policy_source,raw_final_success_rate,raw_final_eval_successes,raw_final_success_ci_low,raw_final_success_ci_high,restored_best_success_rate,restored_best_eval_successes,restored_best_success_ci_low,restored_best_success_ci_high,best_success_rate,best_eval_step,best_human_steps,best_budget_used_frac,best_engagements,best_checkpoint_path,human_steps,budget_used_frac,engagements,final_eval_successes,final_eval_episodes,final_success_ci_low,final_success_ci_high,wall_time_s
Stack,robosuite,voi,600,0.0,0,1.0,0.0,0,6000,50,r017_tau0_bc50_pre10000_6000,1,demo_nn,2048,3.0,1.0,10000,0.000885,50.0,constant,,0.5,0.8500,best_checkpoint,0.6000,12,0.3866,0.7812,0.8500,17,0.6396,0.9476,0.6000,6000,600,1.0000,31,results\r017_stack_tuned_candidate\checkpoints\best_Stack_voi_b600_seed0_r017_tau0_bc50_pre10000_6000.zip,600,1.0000,31,17,20,0.6396,0.9476,461.0
