system,seeds,total_successes,total_episodes,repeated_success,success_ci_low,success_ci_high,mean_best_human_steps,mean_best_engagements,seed0_successes,seed0_best_human_steps,seed1_successes,seed1_best_human_steps,seed2_successes,seed2_best_human_steps,seed3_successes,seed3_best_human_steps,seed4_successes,seed4_best_human_steps,source,interpretation
none_restore_best,0-4,237,300,0.7900,0.7404,0.8323,0.0,0.0,49,0,39,0,46,0,51,0,52,0,R004 seed0 + R013 seeds1-2 + R014 seeds3-4,strong no-human baseline; method advantage over none persists but is smaller after seeds3-4
random_restore_best_b600,0-4,251,300,0.8367,0.7906,0.8742,269.2,14.0,45,157,60,269,29,600,58,160,59,160,R004 seed0 + R013 seeds1-2 + R014 seeds3-4,strong stochastic-human baseline; near-saturated on seeds3-4 and statistically close to method
learning_value_voi_b600_scale3,0-4,256,300,0.8533,0.8088,0.8889,202.0,10.4,50,80,55,386,47,384,53,80,51,80,R012 seeds0-1 + R010 seed2 + R014 seeds3-4,current method; +6.3 pp over none and +1.7 pp over random, with lower mean best-step human cost than random
