env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.1000,21.6647,2,20,0.0279,0.3010,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.7000,115.0969,14,20,0.4810,0.8545,80,0.1333,4,4080,2000,0.0020,0.0355,0.0035,0.008351
4000,0.9000,140.0055,18,20,0.6990,0.9721,80,0.1333,4,4080,4000,0.0000,0.0000,0.0000,0.004188
6000,0.8000,132.0639,16,20,0.5840,0.9193,376,0.6267,20,4376,6000,0.0080,0.0149,0.0074,0.002979
8000,0.8000,127.3881,16,20,0.5840,0.9193,496,0.8267,26,4496,8000,0.0030,0.0121,0.0040,0.001832
10000,0.7000,114.1474,14,20,0.4810,0.8545,600,1.0000,32,4600,10000,0.0030,0.0130,0.0042,0.001226
