task,backend,strategy,budget,human_noise,human_delay,human_skill,human_dropout,seed,total_steps,n_demos,run_label,restore_best_model_at_end,voi_reference_policy,voi_reference_max_points,voi_learning_value_scale,voi_learning_value_clip,bc_pretrain_steps,bc_final_mse,bc_actor_reg_coef,bc_actor_reg_schedule,bc_actor_reg_late_coef,bc_actor_reg_late_start_frac,final_success_rate,final_policy_source,raw_final_success_rate,raw_final_eval_successes,raw_final_success_ci_low,raw_final_success_ci_high,restored_best_success_rate,restored_best_eval_successes,restored_best_success_ci_low,restored_best_success_ci_high,best_success_rate,best_eval_step,best_human_steps,best_budget_used_frac,best_engagements,best_checkpoint_path,human_steps,budget_used_frac,engagements,final_eval_successes,final_eval_episodes,final_success_ci_low,final_success_ci_high,wall_time_s
Lift,robosuite,voi,600,0.0,0,1.0,0.0,3,10000,20,steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_restorebest1_pacelinear,1,demo_nn,2048,3.0,1.0,5000,0.001060,50.0,constant,,0.5,0.8000,best_checkpoint,0.7000,14,0.4810,0.8545,0.8000,16,0.5840,0.9193,0.9000,4000,80,0.1333,4,results\r014_robustness_seeds3_4_method\checkpoints\best_Lift_voi_b600_seed3_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_restorebest1_pacelinear.zip,600,1.0000,32,16,20,0.5840,0.9193,785.3
Lift,robosuite,voi,600,0.0,0,1.0,0.0,4,10000,20,steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_restorebest1_pacelinear,1,demo_nn,2048,3.0,1.0,5000,0.000861,50.0,constant,,0.5,0.7500,best_checkpoint,0.9000,18,0.6990,0.9721,0.7500,15,0.5313,0.8881,0.9000,2000,80,0.1333,4,results\r014_robustness_seeds3_4_method\checkpoints\best_Lift_voi_b600_seed4_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_restorebest1_pacelinear.zip,600,1.0000,32,15,20,0.5313,0.8881,679.9
