env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.1000,20.9529,2,20,0.0279,0.3010,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.8000,128.1841,16,20,0.5840,0.9193,80,0.1333,4,4080,2000,0.0020,0.0355,0.0035,0.008139
4000,0.6000,100.6824,12,20,0.3866,0.7812,80,0.1333,4,4080,4000,0.0000,0.0000,0.0000,0.004184
6000,0.6500,111.6041,13,20,0.4329,0.8188,390,0.6500,20,4390,6000,0.0080,0.0071,0.0069,0.002835
8000,0.2500,39.1239,5,20,0.1119,0.4687,490,0.8167,25,4490,8000,0.0025,0.0032,0.0032,0.001278
10000,0.2000,42.9542,4,20,0.0807,0.4160,600,1.0000,31,4600,10000,0.0030,0.0046,0.0046,0.000808
