checkpoint,task,backend,repeat,seed,success_rate,return_mean,successes,episodes,success_ci_low,success_ci_high
results\anti_collapse_linear_late_probe\checkpoints\best_Lift_voi_b600_seed1_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regslinear_late_lreg150p0_lstart0p5_vtau0p01_vcq0p0_take20_pacelinear.zip,Lift,robosuite,0,101,0.6500,111.1410,13,20,0.4329,0.8188
results\anti_collapse_linear_late_probe\checkpoints\best_Lift_voi_b600_seed1_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regslinear_late_lreg150p0_lstart0p5_vtau0p01_vcq0p0_take20_pacelinear.zip,Lift,robosuite,1,102,0.9500,153.3693,19,20,0.7639,0.9911
results\anti_collapse_linear_late_probe\checkpoints\best_Lift_voi_b600_seed1_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regslinear_late_lreg150p0_lstart0p5_vtau0p01_vcq0p0_take20_pacelinear.zip,Lift,robosuite,2,103,0.9500,148.9755,19,20,0.7639,0.9911
