task,backend,strategy,budget,human_noise,human_delay,human_skill,human_dropout,seed,total_steps,n_demos,bc_pretrain_steps,bc_final_mse,final_success_rate,best_success_rate,human_steps,budget_used_frac,engagements,final_eval_successes,final_eval_episodes,final_success_ci_low,final_success_ci_high,wall_time_s
Lift,robosuite,voi,20,0.0,0,1.0,0.0,0,20,5,1000,0.001733,0.0000,0.0000,18,0.9000,2,0,5,0.0000,0.4345,25.8
