file,bytes,sha256,preview
results/r023_real_trace_seed0_2/driver.cmd.txt,526,cb6c645d0011cc408c7110ad026f96ee3b25a5b418c0eea025cd19793629cb51,python -u scripts\run_comparison.py --task Lift --seeds 0 1 2 --strategies random voi --budget 600 --total_steps 10000 --n_demos 20 --learning_starts 500 --batch_size 256 --gradient_steps 1 --bc_pretrain_steps 5000 --bc_actor_reg_coef 50.0 --eval_at_start --eval_every 2000 --eval_episodes 20 --takeover_len 20 --voi_tau 0.01 --voi_cquery 0.0 --voi_reference_policy demo_nn --voi_learning_value_scale 3.0 --voi_learning_value_clip 1.0 --trace_interventions --restore_best_model_at_end --out_dir resul
results/r023_real_trace_seed0_2/random_b350.cmd.txt,522,f7090a79d687c17175c74dfc85a00f579722ad5dc9a264ece0028200de9dd5d9,python -u scripts\run_comparison.py --task Lift --seeds 0 1 2 --strategies random --budget 350 --total_steps 10000 --n_demos 20 --learning_starts 500 --batch_size 256 --gradient_steps 1 --bc_pretrain_steps 5000 --bc_actor_reg_coef 50.0 --eval_at_start --eval_every 2000 --eval_episodes 20 --takeover_len 20 --voi_tau 0.01 --voi_cquery 0.0 --voi_reference_policy demo_nn --voi_learning_value_scale 3.0 --voi_learning_value_clip 1.0 --trace_interventions --restore_best_model_at_end --out_dir results\r
results/r024_score_floor_seed0_2/hidden_test.cmd,155,7e9d76b57233d76d4fa8c1c197e770613f6508b3069bdd0e1d93cac11e344d4c,@echo off\ncd /d C:\Users\14228\Desktop\RLpaper\npython --version 1> C:\Users\14228\Desktop\RLpaper\results\r024_score_floor_seed0_2\hidden_test.log 2>&1
results/r024_score_floor_seed0_2/run_driver.cmd,808,7affa9a4d53fbb979daf2a1e9a8209bbedf48d3c0329dfcbd9b2291ec505982c,@echo off\ncd /d C:\Users\14228\Desktop\RLpaper\npython -u scripts\run_comparison.py --task Lift --seeds 0 1 2 --strategies voi --budget 600 --total_steps 10000 --n_demos 20 --learning_starts 500 --batch_size 256 --gradient_steps 1 --bc_pretrain_steps 5000 --bc_actor_reg_coef 50.0 --eval_at_start --eval_every 2000 --eval_episodes 20 --takeover_len 20 --voi_tau 0.01 --voi_cquery 0.0 --voi_reference_policy demo_nn --voi_learning_value_scale 3.0 --voi_learning_value_clip 1.0 --voi_score_floor_after
results/r024_score_floor_seed0_2/driver.cmd.txt,605,e1efc934291b046b1005f6fbf1709e98ca07b72b322e3cc85bb64ee250266a82,E:\Anaconda\python.exe -u scripts/run_comparison.py --task Lift --seeds 0 1 2 --strategies voi --budget 600 --total_steps 10000 --n_demos 20 --learning_starts 500 --batch_size 256 --gradient_steps 1 --bc_pretrain_steps 5000 --bc_actor_reg_coef 50.0 --eval_at_start --eval_every 2000 --eval_episodes 20 --takeover_len 20 --voi_tau 0.01 --voi_cquery 0.0 --voi_reference_policy demo_nn --voi_learning_value_scale 3.0 --voi_learning_value_clip 1.0 --voi_score_floor_after_step 4000 --voi_score_floor_afte
