task,backend,strategy,budget,human_noise,human_delay,human_skill,human_dropout,seed,total_steps,n_demos,final_success_rate,best_success_rate,human_steps,engagements,wall_time_s
Lift,robosuite,voi,30,0.0,0,1.0,0.0,0,120,1,0.0000,0.0000,30,3,18.4
