env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
10,0.0000,-61.9392,0,1,0.0000,0.7935,0,0.0000,0,50,10,nan,nan,nan,nan
