env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.0500,6.6911,1,20,0.0089,0.2361,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.6000,91.5969,12,20,0.3866,0.7812,0,0.0000,0,4000,2000,nan,nan,nan,0.008026
4000,0.7000,122.4146,14,20,0.4810,0.8545,0,0.0000,0,4000,4000,nan,nan,nan,0.004200
6000,0.5500,80.7504,11,20,0.3421,0.7418,0,0.0000,0,4000,6000,nan,nan,nan,0.002405
8000,0.4500,53.9876,9,20,0.2582,0.6579,0,0.0000,0,4000,8000,nan,nan,nan,0.001403
10000,0.3000,52.6045,6,20,0.1455,0.5190,0,0.0000,0,4000,10000,nan,nan,nan,0.000790
