env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.1000,20.9635,2,20,0.0279,0.3010,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.8500,114.1495,17,20,0.6396,0.9476,159,0.2650,9,4159,2000,nan,nan,nan,0.009380
4000,1.0000,163.8246,20,20,0.8389,1.0000,269,0.4483,15,4269,4000,nan,nan,nan,0.005211
6000,0.7500,133.7136,15,20,0.5313,0.8881,383,0.6383,22,4383,6000,nan,nan,nan,0.003352
8000,0.9000,142.8787,18,20,0.6990,0.9721,489,0.8150,28,4489,8000,nan,nan,nan,0.002088
10000,1.0000,160.6818,20,20,0.8389,1.0000,600,1.0000,34,4600,10000,nan,nan,nan,0.001260
