checkpoint,task,n_repeats,success_mean,success_std,return_mean,return_std,total_successes,total_episodes,success_ci_low,success_ci_high
results\r018_stack_matched_baselines_seeds0_2\checkpoints\best_Stack_none_b600_seed0_steps6000_demo50_ls500_bs256_gs1_bc10000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p0_vcq0p0_vrefnone_vlv0p0_vclip1p0_restorebest1_pacenone.zip,Stack,3,0.7833,0.0471,61.5764,3.1785,47,60,0.6638,0.8688
