checkpoint,task,backend,repeat,seed,success_rate,return_mean,successes,episodes,success_ci_low,success_ci_high
results\r018_stack_matched_baselines_seeds0_2\checkpoints\best_Stack_none_b600_seed1_steps6000_demo50_ls500_bs256_gs1_bc10000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p0_vcq0p0_vrefnone_vlv0p0_vclip1p0_restorebest1_pacenone.zip,Stack,robosuite,0,777,0.6500,53.4715,13,20,0.4329,0.8188
results\r018_stack_matched_baselines_seeds0_2\checkpoints\best_Stack_none_b600_seed1_steps6000_demo50_ls500_bs256_gs1_bc10000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p0_vcq0p0_vrefnone_vlv0p0_vclip1p0_restorebest1_pacenone.zip,Stack,robosuite,1,778,0.5500,72.5825,11,20,0.3421,0.7418
results\r018_stack_matched_baselines_seeds0_2\checkpoints\best_Stack_none_b600_seed1_steps6000_demo50_ls500_bs256_gs1_bc10000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p0_vcq0p0_vrefnone_vlv0p0_vclip1p0_restorebest1_pacenone.zip,Stack,robosuite,2,779,0.7500,67.8628,15,20,0.5313,0.8881
