env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.3500,41.9364,7,20,0.1812,0.5671,0,0.0000,0,10000,0,nan,nan,nan,nan
2000,0.7000,59.9912,14,20,0.4810,0.8545,233,0.3883,12,10233,2000,nan,nan,nan,0.008864
4000,0.7500,72.4667,15,20,0.5313,0.8881,414,0.6900,22,10414,4000,nan,nan,nan,0.005052
6000,0.5500,47.1689,11,20,0.3421,0.7418,600,1.0000,32,10600,6000,nan,nan,nan,0.003285
