checkpoint,task,n_repeats,success_mean,success_std,return_mean,return_std,total_successes,total_episodes,success_ci_low,success_ci_high
results\r018_stack_matched_baselines_seeds0_2\checkpoints\best_Stack_random_b600_seed2_steps6000_demo50_ls500_bs256_gs1_bc10000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p0_vcq0p0_vrefnone_vlv0p0_vclip1p0_restorebest1_pacelinear.zip,Stack,3,0.4167,0.0624,33.8038,4.7352,25,60,0.3006,0.5427
