task,backend,strategy,budget,human_noise,human_delay,human_skill,human_dropout,seed,total_steps,n_demos,final_success_rate,best_success_rate,human_steps,engagements,wall_time_s
Lift,robosuite,none,150,0.0,0,1.0,0.0,0,600,5,0.0000,0.0000,0,0,27.1
Lift,robosuite,always,150,0.0,0,1.0,0.0,0,600,5,0.0000,0.0000,600,67,43.2
Lift,robosuite,random,150,0.0,0,1.0,0.0,0,600,5,0.0000,0.0000,150,17,35.6
Lift,robosuite,voi,150,0.0,0,1.0,0.0,0,600,5,0.0000,0.0000,150,18,40.1
Lift,robosuite,voi,4000,0.0,0,1.0,0.0,0,150000,20,0.0000,0.1500,4000,449,3958.5
Lift,robosuite,always,4000,0.0,0,1.0,0.0,0,150000,20,0.0000,0.0000,150000,16779,6128.6
