checkpoint,task,backend,repeat,seed,success_rate,return_mean,successes,episodes,success_ci_low,success_ci_high
results\r015_stack_seed0_baselines\checkpoints\best_Stack_random_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_restorebest1_pacelinear.zip,Stack,robosuite,0,777,0.6000,55.2635,12,20,0.3866,0.7812
results\r015_stack_seed0_baselines\checkpoints\best_Stack_random_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_restorebest1_pacelinear.zip,Stack,robosuite,1,778,0.3000,29.4161,6,20,0.1455,0.5190
results\r015_stack_seed0_baselines\checkpoints\best_Stack_random_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_restorebest1_pacelinear.zip,Stack,robosuite,2,779,0.4000,28.7934,8,20,0.2188,0.6134
