env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.3500,36.0277,7,20,0.1812,0.5671,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.2500,34.4609,5,20,0.1119,0.4687,157,0.2617,8,4157,2000,nan,nan,nan,0.008848
4000,0.3500,35.9862,7,20,0.1812,0.5671,272,0.4533,14,4272,4000,nan,nan,nan,0.004853
6000,0.6500,34.8934,13,20,0.4329,0.8188,373,0.6217,20,4373,6000,nan,nan,nan,0.003243
8000,0.2500,19.2791,5,20,0.1119,0.4687,493,0.8217,26,4493,8000,nan,nan,nan,0.002210
10000,0.4500,38.8483,9,20,0.2582,0.6579,600,1.0000,32,4600,10000,nan,nan,nan,0.001550
