env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.2000,10.8601,4,20,0.0807,0.4160,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.1000,7.4835,2,20,0.0279,0.3010,0,0.0000,0,4000,2000,nan,nan,nan,0.007356
4000,0.5500,57.3048,11,20,0.3421,0.7418,0,0.0000,0,4000,4000,nan,nan,nan,0.003657
6000,0.2000,19.6122,4,20,0.0807,0.4160,0,0.0000,0,4000,6000,nan,nan,nan,0.002217
8000,0.4500,45.3537,9,20,0.2582,0.6579,0,0.0000,0,4000,8000,nan,nan,nan,0.001381
10000,0.3000,18.8181,6,20,0.1455,0.5190,0,0.0000,0,4000,10000,nan,nan,nan,0.000892
