checkpoint,task,backend,repeat,seed,success_rate,return_mean,successes,episodes,success_ci_low,success_ci_high
results\r015_stack_seed0_baselines\checkpoints\best_Stack_none_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_restorebest1_pacenone.zip,Stack,robosuite,0,777,0.4500,35.3295,9,20,0.2582,0.6579
results\r015_stack_seed0_baselines\checkpoints\best_Stack_none_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_restorebest1_pacenone.zip,Stack,robosuite,1,778,0.6000,44.7811,12,20,0.3866,0.7812
results\r015_stack_seed0_baselines\checkpoints\best_Stack_none_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_restorebest1_pacenone.zip,Stack,robosuite,2,779,0.3500,35.0177,7,20,0.1812,0.5671
