checkpoint,task,backend,repeat,seed,success_rate,return_mean,successes,episodes,success_ci_low,success_ci_high
results\r016_stack_failure_diagnosis\checkpoints\best_Stack_none_b600_seed0_r016_bc50_pre10000.zip,Stack,robosuite,0,777,0.5500,44.8040,11,20,0.3421,0.7418
results\r016_stack_failure_diagnosis\checkpoints\best_Stack_none_b600_seed0_r016_bc50_pre10000.zip,Stack,robosuite,1,778,0.4500,44.5824,9,20,0.2582,0.6579
results\r016_stack_failure_diagnosis\checkpoints\best_Stack_none_b600_seed0_r016_bc50_pre10000.zip,Stack,robosuite,2,779,0.6000,50.5212,12,20,0.3866,0.7812
