checkpoint,task,backend,repeat,seed,success_rate,return_mean,successes,episodes,success_ci_low,success_ci_high
results\r016_stack_failure_diagnosis\checkpoints\best_Stack_voi_b600_seed0_r016_voi_tau0_6000.zip,Stack,robosuite,0,777,0.4500,49.6718,9,20,0.2582,0.6579
results\r016_stack_failure_diagnosis\checkpoints\best_Stack_voi_b600_seed0_r016_voi_tau0_6000.zip,Stack,robosuite,1,778,0.5500,41.2058,11,20,0.3421,0.7418
results\r016_stack_failure_diagnosis\checkpoints\best_Stack_voi_b600_seed0_r016_voi_tau0_6000.zip,Stack,robosuite,2,779,0.6500,61.1115,13,20,0.4329,0.8188
