env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.1500,29.4899,3,20,0.0524,0.3604,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.5000,90.4298,10,20,0.2993,0.7007,80,0.1333,4,4080,2000,0.0020,0.0355,0.0035,0.008006
4000,0.8000,123.2957,16,20,0.5840,0.9193,80,0.1333,4,4080,4000,0.0000,0.0000,0.0000,0.004177
6000,0.9500,162.0853,19,20,0.7639,0.9911,386,0.6433,20,4386,6000,0.0080,0.0214,0.0110,0.002907
8000,0.8000,113.8891,16,20,0.5840,0.9193,487,0.8117,26,4487,8000,0.0030,0.0068,0.0024,0.001888
10000,0.7500,124.6676,15,20,0.5313,0.8881,600,1.0000,32,4600,10000,0.0030,0.0145,0.0042,0.001146
