env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.1500,29.0906,3,20,0.0524,0.3604,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.7500,121.0461,15,20,0.5313,0.8881,80,0.1333,4,4080,2000,0.0020,0.0353,0.0035,0.008136
4000,0.8000,130.2283,16,20,0.5840,0.9193,80,0.1333,4,4080,4000,0.0000,0.0000,0.0000,0.004177
6000,0.7000,108.9945,14,20,0.4810,0.8545,389,0.6483,20,4389,6000,0.0080,0.0278,0.0145,0.002904
8000,0.4000,76.6820,8,20,0.2188,0.6134,489,0.8150,25,4489,8000,0.0025,0.0111,0.0037,0.001727
10000,0.3500,55.9293,7,20,0.1812,0.5671,600,1.0000,31,4600,10000,0.0030,0.0131,0.0045,0.001124
