env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.0000,6.3325,0,20,0.0000,0.1611,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.5500,92.1113,11,20,0.3421,0.7418,80,0.1333,4,4080,2000,0.0020,0.0355,0.0035,0.008003
4000,0.4500,72.1599,9,20,0.2582,0.6579,80,0.1333,4,4080,4000,0.0000,0.0000,0.0000,0.004092
6000,0.2000,31.8162,4,20,0.0807,0.4160,374,0.6233,19,4374,6000,0.0075,0.0130,0.0125,0.003705
8000,0.1500,18.0195,3,20,0.0524,0.3604,489,0.8150,25,4489,8000,0.0030,0.0042,0.0041,0.001857
10000,0.1000,15.3168,2,20,0.0279,0.3010,600,1.0000,31,4600,10000,0.0030,0.0024,0.0024,0.001167
