checkpoint,task,backend,repeat,seed,success_rate,return_mean,successes,episodes,success_ci_low,success_ci_high
results\r004_restorebest_seed0_probe\checkpoints\best_Lift_random_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_restorebest1_pacelinear.zip,Lift,robosuite,0,401,0.8000,120.5684,16,20,0.5840,0.9193
results\r004_restorebest_seed0_probe\checkpoints\best_Lift_random_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_restorebest1_pacelinear.zip,Lift,robosuite,1,402,0.8000,128.0764,16,20,0.5840,0.9193
results\r004_restorebest_seed0_probe\checkpoints\best_Lift_random_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_restorebest1_pacelinear.zip,Lift,robosuite,2,403,0.6500,107.8924,13,20,0.4329,0.8188
