checkpoint,task,backend,repeat,seed,success_rate,return_mean,successes,episodes,success_ci_low,success_ci_high
results\r004_restorebest_seed0_probe\checkpoints\best_Lift_none_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_restorebest1_pacenone.zip,Lift,robosuite,0,301,0.8500,140.0460,17,20,0.6396,0.9476
results\r004_restorebest_seed0_probe\checkpoints\best_Lift_none_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_restorebest1_pacenone.zip,Lift,robosuite,1,302,0.9500,155.3209,19,20,0.7639,0.9911
results\r004_restorebest_seed0_probe\checkpoints\best_Lift_none_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_restorebest1_pacenone.zip,Lift,robosuite,2,303,0.6500,107.8130,13,20,0.4329,0.8188
