env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.0000,8.0215,0,20,0.0000,0.1611,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.3500,30.5871,7,20,0.1812,0.5671,80,0.1333,4,4080,2000,0.0020,0.0355,0.0035,0.008570
4000,0.3500,17.5007,7,20,0.1812,0.5671,80,0.1333,4,4080,4000,0.0000,0.0000,0.0000,0.004380
6000,0.3000,20.0802,6,20,0.1455,0.5190,386,0.6433,20,4386,6000,0.0080,0.0154,0.0100,0.003173
8000,0.3000,31.3542,6,20,0.1455,0.5190,486,0.8100,25,4486,8000,0.0025,0.0053,0.0021,0.002125
10000,0.1000,19.8539,2,20,0.0279,0.3010,600,1.0000,31,4600,10000,0.0030,0.0086,0.0033,0.001509
