checkpoint,task,backend,repeat,seed,success_rate,return_mean,successes,episodes,success_ci_low,success_ci_high
results\r015_stack_seed0_method\checkpoints\best_Stack_voi_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_restorebest1_pacelinear.zip,Stack,robosuite,0,777,0.4500,31.0988,9,20,0.2582,0.6579
results\r015_stack_seed0_method\checkpoints\best_Stack_voi_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_restorebest1_pacelinear.zip,Stack,robosuite,1,778,0.4500,44.1359,9,20,0.2582,0.6579
results\r015_stack_seed0_method\checkpoints\best_Stack_voi_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_restorebest1_pacelinear.zip,Stack,robosuite,2,779,0.2000,25.5175,4,20,0.0807,0.4160
