task,backend,strategy,budget,human_noise,human_delay,human_skill,human_dropout,seed,total_steps,n_demos,run_label,restore_best_model_at_end,intervention_demo_mode,voi_phase_guard,voi_reference_policy,voi_reference_max_points,voi_learning_value_scale,voi_learning_value_clip,bc_pretrain_steps,bc_final_mse,bc_actor_reg_coef,bc_actor_reg_schedule,bc_actor_reg_late_coef,bc_actor_reg_late_start_frac,final_success_rate,final_policy_source,raw_final_success_rate,raw_final_eval_successes,raw_final_success_ci_low,raw_final_success_ci_high,restored_best_success_rate,restored_best_eval_successes,restored_best_success_ci_low,restored_best_success_ci_high,best_success_rate,best_eval_step,best_human_steps,best_budget_used_frac,best_engagements,best_checkpoint_path,human_steps,budget_used_frac,engagements,final_eval_successes,final_eval_episodes,final_success_ci_low,final_success_ci_high,wall_time_s
Lift,robosuite,random,450,0.0,0,1.0,0.0,0,10000,20,steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_vphasenone_idemomodeall_restorebest1_pacelinear,1,all,none,none,2048,0.0,1.0,5000,0.001148,50.0,constant,,0.5,0.7000,best_checkpoint,0.4500,9,0.2582,0.6579,0.7000,14,0.4810,0.8545,0.6500,2000,120,0.2667,6,results\r021_random_budget450_costmatch\checkpoints\best_Lift_random_b450_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_vphasenone_idemomodeall_restorebest1_pacelinear.zip,450,1.0000,23,14,20,0.4810,0.8545,811.3
Lift,robosuite,random,450,0.0,0,1.0,0.0,1,10000,20,steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_vphasenone_idemomodeall_restorebest1_pacelinear,1,all,none,none,2048,0.0,1.0,5000,0.001180,50.0,constant,,0.5,0.9000,best_checkpoint,0.3000,6,0.1455,0.5190,0.9000,18,0.6990,0.9721,0.9500,4000,200,0.4444,10,results\r021_random_budget450_costmatch\checkpoints\best_Lift_random_b450_seed1_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_vphasenone_idemomodeall_restorebest1_pacelinear.zip,450,1.0000,23,18,20,0.6990,0.9721,597.6
Lift,robosuite,random,450,0.0,0,1.0,0.0,2,10000,20,steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_vphasenone_idemomodeall_restorebest1_pacelinear,1,all,none,none,2048,0.0,1.0,5000,0.000317,50.0,constant,,0.5,0.8000,best_checkpoint,0.6000,12,0.3866,0.7812,0.8000,16,0.5840,0.9193,0.9000,6000,280,0.6222,14,results\r021_random_budget450_costmatch\checkpoints\best_Lift_random_b450_seed2_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_vphasenone_idemomodeall_restorebest1_pacelinear.zip,450,1.0000,23,16,20,0.5840,0.9193,588.0
Lift,robosuite,random,450,0.0,0,1.0,0.0,3,10000,20,steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_vphasenone_idemomodeall_restorebest1_pacelinear,1,all,none,none,2048,0.0,1.0,5000,0.000570,50.0,constant,,0.5,0.8000,best_checkpoint,1.0000,20,0.8389,1.0000,0.8000,16,0.5840,0.9193,1.0000,10000,450,1.0000,23,results\r021_random_budget450_costmatch\checkpoints\best_Lift_random_b450_seed3_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_vphasenone_idemomodeall_restorebest1_pacelinear.zip,450,1.0000,23,16,20,0.5840,0.9193,564.3
Lift,robosuite,random,450,0.0,0,1.0,0.0,4,10000,20,steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_vphasenone_idemomodeall_restorebest1_pacelinear,1,all,none,none,2048,0.0,1.0,5000,0.000816,50.0,constant,,0.5,1.0000,best_checkpoint,1.0000,20,0.8389,1.0000,1.0000,20,0.8389,1.0000,1.0000,4000,200,0.4444,10,results\r021_random_budget450_costmatch\checkpoints\best_Lift_random_b450_seed4_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_vphasenone_idemomodeall_restorebest1_pacelinear.zip,450,1.0000,24,20,20,0.8389,1.0000,623.2
