strategy,seeds,total_successes,total_episodes,repeated_success,success_ci_low,success_ci_high,seed_success_mean,seed_success_std,mean_best_human_steps,mean_return
random_b450,0;1;2;3;4,426,500,0.8520,0.8182,0.8804,0.8520,0.1112,250.0,141.8277
