env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.1500,28.2538,3,20,0.0524,0.3604,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.8000,130.7937,16,20,0.5840,0.9193,80,0.1333,4,4080,2000,0.0020,0.0355,0.0035,0.007916
4000,0.7000,104.9620,14,20,0.4810,0.8545,80,0.1333,4,4080,4000,0.0000,0.0000,0.0000,0.004119
6000,0.6500,110.3026,13,20,0.4329,0.8188,383,0.6383,20,4383,6000,0.0365,0.0165,0.0078,0.003072
8000,0.8000,126.3186,16,20,0.5840,0.9193,470,0.7833,25,4470,8000,0.0750,0.0068,0.0025,0.001830
10000,0.9500,143.6038,19,20,0.7639,0.9911,600,1.0000,32,4600,10000,0.1845,0.0066,0.0025,0.001204
