checkpoint,task,backend,repeat,seed,success_rate,return_mean,successes,episodes,success_ci_low,success_ci_high
results\r024_score_floor_seed0_2\checkpoints\best_Lift_voi_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_vlvmin0p0_vsfloorstep4000_vsfloor0p05_vphasenone_idemomodeall_restorebest1_pacelinear.zip,Lift,robosuite,0,9300,0.6500,105.0687,13,20,0.4329,0.8188
results\r024_score_floor_seed0_2\checkpoints\best_Lift_voi_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_vlvmin0p0_vsfloorstep4000_vsfloor0p05_vphasenone_idemomodeall_restorebest1_pacelinear.zip,Lift,robosuite,1,9301,0.7000,121.3682,14,20,0.4810,0.8545
results\r024_score_floor_seed0_2\checkpoints\best_Lift_voi_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_vlvmin0p0_vsfloorstep4000_vsfloor0p05_vphasenone_idemomodeall_restorebest1_pacelinear.zip,Lift,robosuite,2,9302,0.6000,78.7071,12,20,0.3866,0.7812
results\r024_score_floor_seed0_2\checkpoints\best_Lift_voi_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_vlvmin0p0_vsfloorstep4000_vsfloor0p05_vphasenone_idemomodeall_restorebest1_pacelinear.zip,Lift,robosuite,3,9303,0.6000,98.3079,12,20,0.3866,0.7812
results\r024_score_floor_seed0_2\checkpoints\best_Lift_voi_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_vlvmin0p0_vsfloorstep4000_vsfloor0p05_vphasenone_idemomodeall_restorebest1_pacelinear.zip,Lift,robosuite,4,9304,0.5000,87.5177,10,20,0.2993,0.7007
