env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.0500,12.9541,1,20,0.0089,0.2361,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.7000,122.2725,14,20,0.4810,0.8545,80,0.1333,4,4080,2000,0.0020,0.0353,0.0035,0.008276
4000,0.1000,18.1178,2,20,0.0279,0.3010,80,0.1333,4,4080,4000,0.0000,0.0000,0.0000,0.004224
6000,0.2000,42.1834,4,20,0.0807,0.4160,376,0.6267,19,4376,6000,0.0545,0.0194,0.0085,0.002982
8000,0.1500,26.5315,3,20,0.0524,0.3604,496,0.8267,25,4496,8000,0.0295,0.0112,0.0039,0.001750
10000,0.1000,26.6049,2,20,0.0279,0.3010,596,0.9933,30,4596,10000,0.0630,0.0107,0.0043,0.001040
