task,backend,strategy,budget,human_noise,human_delay,human_skill,human_dropout,seed,total_steps,n_demos,run_label,bc_pretrain_steps,bc_final_mse,bc_actor_reg_coef,final_success_rate,best_success_rate,human_steps,budget_used_frac,engagements,final_eval_successes,final_eval_episodes,final_success_ci_low,final_success_ci_high,wall_time_s
Reacher,reacher_fallback,none,10,0.0,0,1.0,0.0,99,5,1,steps5_demo1_ls20_bs8_gs1_bc0_reg0p0_pacenone,0,,0.0,0.0000,0.0000,0,0.0000,0,0,1,0.0000,0.7935,1.4
