env_step,eval_success_rate,eval_return,human_steps,engagements,demo_size,online_size
3000,0.0000,0.6423,3000,334,3541,3000
6000,0.0000,19.6006,4000,447,4541,6000
9000,0.0000,2.7284,4000,447,4541,9000
12000,0.0000,2.4809,4000,447,4541,12000
15000,0.0000,11.3170,4000,447,4541,15000
18000,0.0000,5.2740,4000,447,4541,18000
21000,0.0000,2.3163,4000,447,4541,21000
24000,0.0000,9.1145,4000,447,4541,24000
27000,0.0000,4.7584,4000,447,4541,27000
30000,0.0000,19.2800,4000,447,4541,30000
