checkpoint,task,n_repeats,success_mean,success_std,return_mean,return_std,total_successes,total_episodes,success_ci_low,success_ci_high
results\r019_stack_phase_guard_seed0\checkpoints\best_Stack_voi_b600_seed0_r019_phase_guard_seed0.zip,Stack,3,0.5833,0.1247,52.9331,6.2217,35,60,0.4573,0.6994
