task,backend,strategy,budget,human_noise,human_delay,human_skill,human_dropout,seed,total_steps,n_demos,run_label,restore_best_model_at_end,bc_pretrain_steps,bc_final_mse,bc_actor_reg_coef,bc_actor_reg_schedule,bc_actor_reg_late_coef,bc_actor_reg_late_start_frac,final_success_rate,final_policy_source,raw_final_success_rate,raw_final_eval_successes,raw_final_success_ci_low,raw_final_success_ci_high,restored_best_success_rate,restored_best_eval_successes,restored_best_success_ci_low,restored_best_success_ci_high,best_success_rate,best_eval_step,best_checkpoint_path,human_steps,budget_used_frac,engagements,final_eval_successes,final_eval_episodes,final_success_ci_low,final_success_ci_high,wall_time_s
Reacher,reacher_fallback,none,10,0.0,0,1.0,0.0,12,5,1,steps5_demo1_ls20_bs8_gs1_bc0_reg1p0_regsconstant_lreg1p0_restorebest1_pacenone,1,0,,1.0,constant,,0.5,0.0000,best_checkpoint,0.0000,0,0.0000,0.7935,0.0000,0,0.0000,0.7935,1.0000,0,results\restore_best_smoke\checkpoints\best_Reacher_none_b10_seed12_steps5_demo1_ls20_bs8_gs1_bc0_reg1p0_regsconstant_lreg1p0_restorebest1_pacenone.zip,0,0.0000,0,0,1,0.0000,0.7935,1.1
