checkpoint,task,backend,repeat,seed,success_rate,return_mean,successes,episodes,success_ci_low,success_ci_high
results\best_checkpoint_collapse_probe\checkpoints\best_Lift_voi_b600_seed1_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_vtau0p01_vcq0p0_take20_pacelinear.zip,Lift,robosuite,0,1777,0.8500,138.6629,17,20,0.6396,0.9476
results\best_checkpoint_collapse_probe\checkpoints\best_Lift_voi_b600_seed1_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_vtau0p01_vcq0p0_take20_pacelinear.zip,Lift,robosuite,1,1778,0.9000,145.9900,18,20,0.6990,0.9721
results\best_checkpoint_collapse_probe\checkpoints\best_Lift_voi_b600_seed1_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_vtau0p01_vcq0p0_take20_pacelinear.zip,Lift,robosuite,2,1779,0.7500,130.3893,15,20,0.5313,0.8881
