env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.3500,58.8715,7,20,0.1812,0.5671,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,1.0000,177.9640,20,20,0.8389,1.0000,80,0.1333,4,4080,2000,0.0020,0.0355,0.0035,0.008070
4000,0.6000,96.1327,12,20,0.3866,0.7812,80,0.1333,4,4080,4000,0.0000,0.0000,0.0000,0.004128
6000,0.5000,64.1452,10,20,0.2993,0.7007,388,0.6467,20,4388,6000,0.0080,0.0081,0.0079,0.003163
8000,0.3000,58.7222,6,20,0.1455,0.5190,495,0.8250,26,4495,8000,0.0030,0.0032,0.0032,0.001827
10000,0.8500,145.0282,17,20,0.6396,0.9476,600,1.0000,32,4600,10000,0.0030,0.0036,0.0036,0.001094
