task,backend,strategy,budget,human_noise,human_delay,human_skill,human_dropout,seed,total_steps,n_demos,run_label,bc_pretrain_steps,bc_final_mse,bc_actor_reg_coef,final_success_rate,best_success_rate,best_eval_step,best_checkpoint_path,human_steps,budget_used_frac,engagements,final_eval_successes,final_eval_episodes,final_success_ci_low,final_success_ci_high,wall_time_s
Lift,robosuite,voi,600,0.0,0,1.0,0.0,1,10000,20,steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_vtau0p01_vcq0p0_take20_pacelinear,5000,0.000492,50.0,0.8500,1.0000,2000,results\best_checkpoint_collapse_probe\checkpoints\best_Lift_voi_b600_seed1_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_vtau0p01_vcq0p0_take20_pacelinear.zip,600,1.0000,32,17,20,0.6396,0.9476,666.9
