env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.1000,6.2150,2,20,0.0279,0.3010,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.8000,134.6567,16,20,0.5840,0.9193,0,0.0000,0,4000,2000,nan,nan,nan,0.007733
4000,0.8000,114.3662,16,20,0.5840,0.9193,0,0.0000,0,4000,4000,nan,nan,nan,0.004063
6000,0.5500,82.4579,11,20,0.3421,0.7418,0,0.0000,0,4000,6000,nan,nan,nan,0.002338
8000,0.3500,53.3832,7,20,0.1812,0.5671,0,0.0000,0,4000,8000,nan,nan,nan,0.001381
10000,0.5500,73.3250,11,20,0.3421,0.7418,0,0.0000,0,4000,10000,nan,nan,nan,0.000775
