checkpoint,task,backend,repeat,seed,success_rate,return_mean,successes,episodes,success_ci_low,success_ci_high
results\r014_robustness_seeds3_4_baselines\checkpoints\best_Lift_none_b600_seed4_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_restorebest1_pacenone.zip,Lift,robosuite,0,777,0.9500,158.5218,19,20,0.7639,0.9911
results\r014_robustness_seeds3_4_baselines\checkpoints\best_Lift_none_b600_seed4_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_restorebest1_pacenone.zip,Lift,robosuite,1,778,0.9000,148.2318,18,20,0.6990,0.9721
results\r014_robustness_seeds3_4_baselines\checkpoints\best_Lift_none_b600_seed4_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefnone_vlv0p0_vclip1p0_restorebest1_pacenone.zip,Lift,robosuite,2,779,0.7500,123.0998,15,20,0.5313,0.8881
