env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.0500,5.6550,1,20,0.0089,0.2361,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.8000,118.6250,16,20,0.5840,0.9193,0,0.0000,0,4000,2000,nan,nan,nan,0.007564
4000,0.8500,142.4319,17,20,0.6396,0.9476,0,0.0000,0,4000,4000,nan,nan,nan,0.003996
6000,0.6500,119.2287,13,20,0.4329,0.8188,0,0.0000,0,4000,6000,nan,nan,nan,0.002316
8000,0.8000,118.5071,16,20,0.5840,0.9193,0,0.0000,0,4000,8000,nan,nan,nan,0.001338
10000,0.7000,87.9707,14,20,0.4810,0.8545,0,0.0000,0,4000,10000,nan,nan,nan,0.000748
