checkpoint,task,backend,repeat,seed,success_rate,return_mean,successes,episodes,success_ci_low,success_ci_high
results\r004_restorebest_seed0_probe\checkpoints\best_Lift_none_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_restorebest1_pacenone.zip,Lift,robosuite,0,777,0.7500,126.1873,15,20,0.5313,0.8881
results\r004_restorebest_seed0_probe\checkpoints\best_Lift_none_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_restorebest1_pacenone.zip,Lift,robosuite,1,778,0.6500,116.4545,13,20,0.4329,0.8188
results\r004_restorebest_seed0_probe\checkpoints\best_Lift_none_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_restorebest1_pacenone.zip,Lift,robosuite,2,779,0.8500,140.6025,17,20,0.6396,0.9476
results\r004_restorebest_seed0_probe\checkpoints\best_Lift_none_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_restorebest1_pacenone.zip,Lift,robosuite,3,780,0.7000,115.5272,14,20,0.4810,0.8545
results\r004_restorebest_seed0_probe\checkpoints\best_Lift_none_b600_seed0_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_restorebest1_pacenone.zip,Lift,robosuite,4,781,0.7500,127.9163,15,20,0.5313,0.8881
