checkpoint,task,backend,repeat,seed,success_rate,return_mean,successes,episodes,success_ci_low,success_ci_high
results\r022_lift_min_disagree_seed0_2\checkpoints\best_Lift_voi_b600_seed1_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_vlvmin0p25_vphasenone_idemomodeall_restorebest1_pacelinear.zip,Lift,robosuite,0,9100,0.8500,146.8928,17,20,0.6396,0.9476
results\r022_lift_min_disagree_seed0_2\checkpoints\best_Lift_voi_b600_seed1_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_vlvmin0p25_vphasenone_idemomodeall_restorebest1_pacelinear.zip,Lift,robosuite,1,9101,0.9500,164.8126,19,20,0.7639,0.9911
results\r022_lift_min_disagree_seed0_2\checkpoints\best_Lift_voi_b600_seed1_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_vlvmin0p25_vphasenone_idemomodeall_restorebest1_pacelinear.zip,Lift,robosuite,2,9102,1.0000,162.2854,20,20,0.8389,1.0000
results\r022_lift_min_disagree_seed0_2\checkpoints\best_Lift_voi_b600_seed1_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_vlvmin0p25_vphasenone_idemomodeall_restorebest1_pacelinear.zip,Lift,robosuite,3,9103,0.9000,140.8021,18,20,0.6990,0.9721
results\r022_lift_min_disagree_seed0_2\checkpoints\best_Lift_voi_b600_seed1_steps10000_demo20_ls500_bs256_gs1_bc5000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p01_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_vlvmin0p25_vphasenone_idemomodeall_restorebest1_pacelinear.zip,Lift,robosuite,4,9104,0.9500,147.2847,19,20,0.7639,0.9911
