env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.1000,11.8816,2,20,0.0279,0.3010,0,0.0000,0,4000,0,nan,nan,nan,nan
2000,0.3500,59.9313,7,20,0.1812,0.5671,80,0.1333,4,4080,2000,0.0020,0.0793,0.0079,0.008618
4000,0.6000,101.3942,12,20,0.3866,0.7812,80,0.1333,4,4080,4000,0.0000,0.0000,0.0000,0.004317
6000,0.3000,52.2137,6,20,0.1455,0.5190,387,0.6450,21,4387,6000,0.0085,0.0132,0.0068,0.003119
8000,0.6500,105.0179,13,20,0.4329,0.8188,487,0.8117,26,4487,8000,0.0025,0.0242,0.0079,0.001881
10000,0.3500,45.1700,7,20,0.1812,0.5671,600,1.0000,32,4600,10000,0.0030,0.0109,0.0038,0.001140
