env_step,eval_success_rate,eval_return,eval_successes,eval_episodes,eval_success_ci_low,eval_success_ci_high,human_steps,budget_used_frac,engagements,demo_size,online_size,voi_candidate_rate,voi_score_mean,voi_p_fail_mean,bc_reg_loss_mean
0,0.0000,0.0811,0,2,0.0000,0.6576,0,0.0000,0,400,0,nan,nan,nan,nan
150,0.0000,0.1314,0,2,0.0000,0.6576,35,0.5833,7,435,150,nan,nan,nan,0.134825
300,0.0000,2.0650,0,2,0.0000,0.6576,60,1.0000,13,460,300,nan,nan,nan,0.098178
