checkpoint,task,backend,repeat,seed,success_rate,return_mean,successes,episodes,success_ci_low,success_ci_high
results\r018_stack_tuned_method_seeds1_2\checkpoints\best_Stack_voi_b600_seed2_steps6000_demo50_ls500_bs256_gs1_bc10000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p0_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_restorebest1_pacelinear.zip,Stack,robosuite,0,777,0.5000,45.1026,10,20,0.2993,0.7007
results\r018_stack_tuned_method_seeds1_2\checkpoints\best_Stack_voi_b600_seed2_steps6000_demo50_ls500_bs256_gs1_bc10000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p0_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_restorebest1_pacelinear.zip,Stack,robosuite,1,778,0.4000,29.0632,8,20,0.2188,0.6134
results\r018_stack_tuned_method_seeds1_2\checkpoints\best_Stack_voi_b600_seed2_steps6000_demo50_ls500_bs256_gs1_bc10000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p0_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_restorebest1_pacelinear.zip,Stack,robosuite,2,779,0.4500,43.9251,9,20,0.2582,0.6579
