checkpoint,task,n_repeats,success_mean,success_std,return_mean,return_std,total_successes,total_episodes,success_ci_low,success_ci_high
results\r018_stack_tuned_method_seeds1_2\checkpoints\best_Stack_voi_b600_seed1_steps6000_demo50_ls500_bs256_gs1_bc10000_reg50p0_regsconstant_lreg50p0_lstart0p5_take20_vtau0p0_vcq0p0_vrefdemo_nn_vlv3p0_vclip1p0_restorebest1_pacelinear.zip,Stack,3,0.5500,0.1472,48.5733,8.1590,33,60,0.4249,0.6691
